"importerAddress.city.error.required"	"Enter Importer’s city"	"Nodwch ddinas y mewnforiwr"	Added.
"importerAddress.city.error.length"	"City must be 64 characters or less"	"Mae’n rhaid i’r ddinas fod yn 64 o gymeriadau neu lai"	Added.
"importerAddress.region.error.required"	"Enter Importer’s region"	"Nodwch ranbarth y mewnforiwr"	Added.
"importerAddress.region.error.length"	"Region must be 64 characters or less"	"Mae’n rhaid i’r rhanbarth fod yn 64 o gymeriadau neu lai"	Added.
"importerAddress.countryCode.error.required"	"Enter Importer’s country code"	"Rhowch god gwlad y mewnforiwr"	Added.
"importerAddress.countryCode.error.length"	"Country code must be 2 characters or less"	"Mae’n rhaid i god y wlad fod yn 2 gymeriad neu lai"	Added.
"importerAddress.postalCode.error.invalid"	"Enter a real postcode"	"Nodwch god post go iawn"	Added.
"importerAddress.hint"	"We will use this to send letters about this application."	"Byddwn yn defnyddio hwn i anfon llythyrau ynghylch y cais hwn."	Added.
"agentImporterAddress.title"	"What is your business address?"	"Beth yw cyfeiriad eich busnes?"	Added.
"agentImporterAddress.heading"	"What is your business address?"	"Beth yw cyfeiriad eich busnes?"	Added.
"agentImporterAddress.checkYourAnswersLabel"	"Your address"	"Eich cyfeiriad"	Added.
"agentImporterAddress.hint"	"We will use this to send letters about this application."	"Byddwn yn defnyddio hwn i anfon llythyrau ynghylch y cais hwn."	Added.
"agentImporterAddress.line1.error.required"	"Enter Address line 1"	"Nodwch gyfeiriad – llinell 1"	Added.
"agentImporterAddress.line1.error.length"	"Address line 1 must be 128 characters or less"	"Mae’n rhaid i gyfeiriad – llinell 1 fod yn 128 o gymeriadau neu lai"	Added.
"agentImporterAddress.line1.error.invalid"	"Address line 1 must only include letters a to z, numbers 0 to 9, ampersands (&), apostrophes, commas, exclamation marks, forward slashes, full stops, hyphens, round brackets, speech marks, underscores and spaces"	"Mae cyfeiriad – llinell 1 ond yn gallu cynnwys y llythrennau a i z, y rhifau 0 i 9, ampersandau (&), collnodau, comas, ebychnodau, blaenslaesau, atalnodau llawn, cysylltnodau, cromfachau crwn, dyfynodau, tanlinellau a bylchau"	Added.
"agentImporterAddress.line2.error.length"	"Address line 2 must be 128 characters or less"	"Mae’n rhaid i gyfeiriad – llinell 2 fod yn 128 o gymeriadau neu lai"	Added.
"agentImporterAddress.line2.error.invalid"	"Address line 2 must only include letters a to z, numbers 0 to 9, ampersands (&), apostrophes, commas, exclamation marks, forward slashes, full stops, hyphens, round brackets, speech marks, underscores and spaces"	"Mae cyfeiriad – llinell 2 ond yn gallu cynnwys y llythrennau a i z, y rhifau 0 i 9, ampersandau (&), collnodau, comas, ebychnodau, blaenslaesau, atalnodau llawn, cysylltnodau, cromfachau crwn, dyfynodau, tanlinellau a bylchau"	Added.
"agentImporterAddress.city.error.required"	"Enter city"	"Nodwch ddinas"	Added.
"agentImporterAddress.city.error.length"	"City must be 64 characters or less"	"Mae’n rhaid i’r ddinas fod yn 64 o gymeriadau neu lai"	Added.
"agentImporterAddress.city.error.invalid"	"City must only include letters a to z, numbers 0 to 9, ampersands (&), apostrophes, commas, exclamation marks, forward slashes, full stops, hyphens, round brackets, speech marks, underscores and spaces"	"Mae’r ddinas ond yn gallu cynnwys y llythrennau a i z, y rhifau 0 i 9, ampersandau (&), collnodau, comas, ebychnodau, blaenslaesau, atalnodau llawn, cysylltnodau, cromfachau crwn, dyfynodau, tanlinellau a bylchau"	Added.
"agentImporterAddress.region.error.required"	"Enter region"	"Nodwch ranbarth"	Added.
"agentImporterAddress.region.error.length"	"Region must be 64 characters or less"	"Mae’n rhaid i’r rhanbarth fod yn 64 o gymeriadau neu lai"	Added.
"agentImporterAddress.region.error.invalid"	"Region must only include letters a to z, numbers 0 to 9, ampersands (&), apostrophes, commas, exclamation marks, forward slashes, full stops, hyphens, round brackets, speech marks, underscores and spaces"	"Mae’r rhanbarth ond yn gallu cynnwys y llythrennau a i z, y rhifau 0 i 9, ampersandau (&), collnodau, comas, ebychnodau, blaenslaesau, atalnodau llawn, cysylltnodau, cromfachau crwn, dyfynodau, tanlinellau a bylchau"	Added.
"agentImporterAddress.countryCode.error.required"	"Enter country code"	"Nodwch god y wlad"	Added.
"agentImporterAddress.countryCode.error.length"	"Country code must be 64 characters or less"	"Mae’n rhaid i god y wlad fod yn 64 o gymeriadau neu lai"	Added.
"agentImporterAddress.countryCode.error.invalid"	"Country code includes 1 or more characters that cannot be used"	"Mae cod y wlad yn cynnwys 1 neu fwy o gymeriadau nad oes modd eu defnyddio"	Added.
"agentImporterAddress.postalCode.error.invalid"	"Enter a real postcode"	"Nodwch god post go iawn"	Added.
"importerManualAddress.title"	"Enter the importer’s address"	"Nodwch gyfeiriad y mewnforiwr"	Added.
"importerManualAddress.heading"	"Enter the importer’s address"	"Nodwch gyfeiriad y mewnforiwr"	Added.
"importerManualAddress.confirmation.title"	"Confirm the importer’s address"	"Cadarnhewch gyfeiriad y mewnforiwr"	Added.
"importerManualAddress.addressLine1.heading"	"Address line 1"	"Cyfeiriad – llinell 1"	Added.
"importerManualAddress.addressLine2.heading"	"Address line 2 (optional)"	"Cyfeiriad – llinell 2 (dewisol)"	Added.
"importerManualAddress.city.heading"	"Town or city"	"Tref neu ddinas"	Added.
"importerManualAddress.county.heading"	"County"	"Sir"	Added.
"importerManualAddress.country.heading"	"Country"	"Gwlad"	Added.
"importerManualAddress.checkYourAnswersLabel"	"Importer address"	"Cyfeiriad y mewnforiwr"	Added.
"importerManualAddress.error.required"	"Enter the importer’s address"	"Nodwch gyfeiriad y mewnforiwr"	Added.
"importerManualAddress.hint"	"We will use this to send letters about this application."	"Byddwn yn defnyddio hwn i anfon llythyrau ynghylch y cais hwn."	Added.
"agent.importerManualAddress.hint"	"We may use these details to contact the importer about this claim."	"Efallai y byddwn yn defnyddio’r manylion hyn i gysylltu â’r mewnforiwr ynghylch yr hawliad hwn."	Added.
"importerManualAddress.error.length"	"Address must be 128 characters or less"	"Mae’n rhaid i’r cyfeiriad fod yn 128 o gymeriadau neu lai"	Added.
"importerYourAddress.title"	"Enter your address"	"Nodwch eich cyfeiriad"	Added.
"importerYourAddress.heading"	"Enter your address"	"Nodwch eich cyfeiriad"	Added.
"importerYourAddress.confirmation.title"	"Confirm your address"	"Cadarnhewch eich cyfeiriad"	Added.
"confirmation.title"	"Application complete"	"Cais wedi’i gwblhau"	Added.
"confirmation.heading"	"Application complete"	"Cais wedi’i gwblhau"	Added.
"confirmation.referenceNumber"	"Your application reference number"	"Cyfeirnod eich cais"	Added.
"confirmation.application.received"	"We have received your application."	"Mae’ch cais wedi dod i law."	Added.
"confirmation.print"	"Print or save a summary of your application and reference number"	"Argraffwch neu cadwch grynodeb o’ch cais a’ch cyfeirnod"	Added.
"confirmation.print.text"	"as we will not send you an email confirmation."	"gan na fyddwn yn anfon cadarnhad atoch drwy e-bost."	Added.
"confirmation.review"	"View a summary of your application and reference number (opens in a new tab)"	"Bwrw golwg dros grynodeb o’ch cais a’ch cyfeirnod (yn agor tab newydd)"	Added.
"confirmation.start"	"Start a new application"	"Dechrau cais newydd"	Added.
"confirmation.whatHappensNext.heading"	"What happens next"	"Yr hyn sy’n digwydd nesaf"	Added.
"confirmation.whatHappensNext.p1"	"We will process your application and send our decision by post within 30 days."	"Byddwn yn prosesu’ch cais ac yn anfon ein penderfyniad drwy’r post cyn pen 30 diwrnod."	Added.
"confirmation.whatHappensNext.p2"	"We will contact you if we need more information to complete your application."	"Byddwn yn cysylltu â chi os bydd angen rhagor o wybodaeth arnom i gwblhau’ch cais."	Added.
"confirmation.improveService.link.text1"	"What did you think of this service?"	"Beth oedd eich barn am y gwasanaeth hwn?"	Added.
"confirmation.amend.title"	"Information sent"	"Gwybodaeth wedi’i hanfon"	Added.
"confirmation.amend.heading"	"Information sent"	"Gwybodaeth wedi’i hanfon"	Added.
"confirmation.summary.title"	"Your application details"	"Manylion eich cais"	Added.
"confirmation.summary.section.heading"	"Application"	"Cais"	Added.
"confirmation.summary.reference"	"Application reference number"	"Cyfeirnod y cais"	Added.
"confirmation.summary.datetime"	"Submitted"	"Wedi cyflwyno"	Added.
"amend.confirmation.whatHappensNext.heading"	"What happens next"	"Yr hyn sy’n digwydd nesaf"	Added.
"amend.confirmation.receivedInformation"	"We have received your information."	"Mae’ch gwybodaeth wedi dod i law."	Added.
"amend.confirmation.print"	"Print or save a summary of your additional information and reference number"	"Argraffwch neu cadwch grynodeb o’ch gwybodaeth ychwanegol a’ch cyfeirnod"	Added.
"amend.confirmation.print.text"	"as we will not send you an email confirmation."	"gan na fyddwn yn anfon cadarnhad atoch drwy e-bost."	Added.
"amend.confirmation.review"	"View a summary of your additional information and reference number (opens in a new tab)"	"Bwrw golwg dros grynodeb o’ch gwybodaeth ychwanegol a’ch cyfeirnod (yn agor tab newydd)"	Added.
"amend.confirmation.amendWhatHappensNext.p1"	"We will process your application and send our decision by post within 30 days."	"Byddwn yn prosesu’ch cais ac yn anfon ein penderfyniad drwy’r post cyn pen 30 diwrnod."	Added.
"amend.confirmation.amendWhatHappensNext.p2"	"We will contact you if we need more information to complete your application."	"Byddwn yn cysylltu â chi os bydd angen rhagor o wybodaeth arnom i gwblhau’ch cais."	Added.
"amend.confirmation.moreInformation.heading"	"If we do not need more information"	"Os nad oes angen rhagor o wybodaeth arnom"	Added.
"amend.confirmation.moreInformation.p1"	"We will continue processing your application."	"Byddwn yn parhau i brosesu’ch cais."	Added.
"amend.confirmation.helpUs.heading"	"Help us improve our services"	"Helpu ni i wella ein gwasanaethau"	Added.
"amend.confirmation.helpUs.p1"	"We use your feedback to make our services better."	"Rydym yn defnyddio’ch adborth i wella ein gwasanaethau."	Added.
"amend.confirmation.helpUs.p2"	"What did you think of this service?"	"Beth oedd eich barn am y gwasanaeth hwn?"	Added.
"amend.confirmation.helpUs.p3"	"(takes one minute)"	"(mae’n cymryd munud)"	Added.
"amend.confirmation.summary.title"	"Your amended application details"	"Manylion eich cais diwygiedig"	Added.
"agentImporterManualAddress.title"	"Enter your business address"	"Nodwch gyfeiriad eich busnes"	Added.
"agentImporterManualAddress.heading"	"Enter your business address"	"Nodwch gyfeiriad eich busnes"	Added.
"agentImporterManualAddress.confirmation.title"	"Confirm your business address"	"Cadarnhewch gyfeiriad eich busnes"	Added.
"agentImporterManualAddress.hint"	"We will use this to send letters about this application."	"Byddwn yn defnyddio hwn i anfon llythyrau ynghylch y cais hwn."	Added.
"agentImporterManualAddress.checkYourAnswersLabel"	"Your address"	"Eich cyfeiriad"	Added.
"agentImporterManualAddress.line1.heading"	"Address line 1"	"Cyfeiriad – llinell 1"	Added.
"agentImporterManualAddress.line1.error.required"	"Enter address line 1"	"Nodwch gyfeiriad – llinell 1"	Added.
"agentImporterManualAddress.line1.error.length"	"Address line 1 must be 128 characters or less"	"Mae’n rhaid i gyfeiriad – llinell 1 fod yn 128 o gymeriadau neu lai"	Added.
"agentImporterManualAddress.line2.heading"	"Address line 2 (optional)"	"Cyfeiriad – llinell 2 (dewisol)"	Added.
"agentImporterManualAddress.line2.error.length"	"Address line 2 must be 128 characters or less"	"Mae’n rhaid i gyfeiriad – llinell 2 fod yn 128 o gymeriadau neu lai"	Added.
"agentImporterManualAddress.city.heading"	"Town or city"	"Tref neu ddinas"	Added.
"agentImporterManualAddress.city.error.required"	"Enter city"	"Nodwch ddinas"	Added.
"agentImporterManualAddress.city.error.length"	"City must be 64 characters or less"	"Mae’n rhaid i’r ddinas fod yn 64 o gymeriadau neu lai"	Added.
"agentImporterManualAddress.region.heading"	"County"	"Sir"	Added.
"agentImporterManualAddress.region.error.required"	"Enter region"	"Nodwch ranbarth"	Added.
"agentImporterManualAddress.region.error.length"	"Region must be 64 characters or less"	"Mae’n rhaid i’r rhanbarth fod yn 64 o gymeriadau neu lai"	Added.
"agentImporterManualAddress.countryCode.heading"	"Country"	"Gwlad"	Added.
"agentImporterManualAddress.countryCode.error.required"	"Enter country code"	"Nodwch god y wlad"	Added.
"agentImporterManualAddress.countryCode.error.length"	"Country code must be 64 characters or less"	"Mae’n rhaid i god y wlad fod yn 64 o gymeriadau neu lai"	Added.
"agentImporterManualAddress.postalCode.heading"	"Post Code"	"Cod post"	Added.
"agentImporterManualAddress.postalCode.error.invalid"	"Enter a real postcode"	"Nodwch god post go iawn"	Added.
"bankDetails.title"	"Enter UK bank details"	"Nodwch fanylion banc yn y DU"	Added.
"bankDetails.heading"	"Enter UK bank details"	"Nodwch fanylion banc yn y DU"	Added.
"bankDetails.checkYourAnswersLabel"	"Bank details"	"Manylion banc"	Added.
"bankDetails.name.heading"	"Name on the account"	"Yr enw sydd ar y cyfrif"	Added.
"bankDetails.name.hint"	"Enter your name as it appears on your bank statement."	"Nodwch eich enw fel y mae’n ymddangos ar eich cyfriflen banc"	Added.
"bankDetails.name.error.required"	"Enter the name on the account"	"Nodwch yr enw sydd ar y cyfrif"	Added.
"bankDetails.name.error.length"	"Name on the account must be 40 characters or less"	"Mae’n rhaid i’r enw sydd ar y cyfrif fod yn 40 o gymeriadau neu lai"	Added.
"bankDetails.sortCode.heading"	"Sort code"	"Cod didoli"	Added.
"bankDetails.sortCode.hint"	"Must be 6 digits long."	"Mae’n rhaid i hyn fod yn 6 digid."	Added.
"bankDetails.sortCode.error.required"	"Enter a sort code"	"Nodwch god didoli"	Added.
"bankDetails.sortCode.error.invalid"	"Enter a valid sort code"	"Nodwch god didoli dilys"	Added.
"bankDetails.accountNumber.heading"	"Account number"	"Rhif y cyfrif"	Added.
"bankDetails.accountNumber.hint"	"Must be between 6 and 8 digits long."	"Mae’n rhaid i hyn fod rhwng 6 ac 8 digid."	Added.
"bankDetails.accountNumber.error.required"	"Enter an account number"	"Nodwch rif cyfrif"	Added.
"bankDetails.accountNumber.error.invalid"	"Enter a valid account number"	"Nodwch rif cyfrif dilys"	Added.
"bankDetails.accountNumber.error.length"	"Account number must be between 6 and 8 digits"	"Mae’n rhaid i rif y cyfrif fod rhwng 6 ac 8 digid"	Added.
"bankDetails.bars.validation.failed"	"Unable to validate bank account details"	"Methu dilysu manylion cyfrif banc"	Added.
"bankDetails.bars.validation.sortcodeNotFound"	"Enter a valid sort code"	"Nodwch god didoli dilys"	Added.
"bankDetails.bars.validation.modCheckFailed"	"Account number must be valid for the given sort code"	"Mae’n rhaid i rif y cyfrif fod yn ddilys ar gyfer y cod didoli a roddwyd"	Added.
"bankDetails.bars.validation.rollRequired"	"Enter details of a bank account or building society account that does not require a roll number"	"Nodwch fanylion cyfrif banc neu gyfrif cymdeithas adeiladu nad oes angen rhif rôl arno"	Added.
"bankDetails.bars.validation.bacsNotSupported"	"This bank account cannot receive Bacs payments. Enter a bank account that can receive Bacs payments"	"Ni all y cyfrif banc hwn dderbyn taliadau BACS. Nodwch gyfrif banc sy’n gallu derbyn taliadau BACS"	Added.
"bankDetails.bars.validation.accountInvalid"	"Enter a real bank account"	"Nodwch gyfrif banc go iawn"	Added.
"bankDetails.bars.validation.companyNameInvalid"	"Enter the name as it appears on the bank account"	"Nodwch yr enw fel y mae’n ymddangos ar y cyfrif banc"	Added.
"importerAddressConfirmation.title"	"Select your address"	"Dewiswch eich cyfeiriad"	Added.
"importerAddressConfirmation.heading"	"Select your address"	"Dewiswch eich cyfeiriad"	Added.
"importerAddressConfirmation.link1"	"change"	"newid"	Added.
"importerAddressConfirmation.link2"	"I can’t find my address in the list"	"Ni allaf ddod o hyd i’m cyfeiriad yn y rhestr"	Added.
"importerAddressConfirmation.address"	"Select an address"	"Dewiswch gyfeiriad"	Added.
"agent.importerAddressConfirmation.title"	"Select the importer’s address"	"Dewiswch gyfeiriad y mewnforiwr"	Added.
"agent.importerAddressConfirmation.heading"	"Select the importer’s address"	"Dewiswch gyfeiriad y mewnforiwr"	Added.
"agentImporterAddressConfirmation.title"	"Select your business address"	"Dewiswch gyfeiriad eich busnes"	Added.
"agentImporterAddressConfirmation.heading"	"Select your business address"	"Dewiswch gyfeiriad eich busnes"	Added.
"repaymentAmountSummary.title"	"Return amount summary"	"Crynodeb o’r symiau i’w talu’n ôl"	Added.
"repaymentAmountSummary.heading"	"Return amount summary"	"Crynodeb o’r symiau i’w talu’n ôl"	Added.
"repaymentAmountSummary.customsduty"	"Customs Duty"	"Toll Dramor"	Added.
"repaymentAmountSummary.customsduty.0"	"Amount that was paid"	"Y swm a dalwyd"	Added.
"repaymentAmountSummary.customsduty.1"	"Amount that should have been paid"	"Y swm y dylid bod wedi’i dalu"	Added.
"repaymentAmountSummary.customsduty.2"	"Total Customs Duty return amount"	"Cyfanswm y Doll Dramor i’w thalu’n ôl"	Added.
"repaymentAmountSummary.vat"	"VAT"	"TAW"	Added.
"repaymentAmountSummary.vat.0"	"Amount that was paid"	"Y swm a dalwyd"	Added.
"repaymentAmountSummary.vat.1"	"Amount that should have been paid"	"Y swm y dylid bod wedi’i dalu"	Added.
"repaymentAmountSummary.vat.2"	"Total VAT return amount"	"Cyfanswm y TAW i’w thalu’n ôl"	Added.
"repaymentAmountSummary.otherduties"	"Other duties"	"Tollau eraill"	Added.
"repaymentAmountSummary.otherduties.0"	"Amount that was paid"	"Y swm a dalwyd"	Added.
"repaymentAmountSummary.otherduties.1"	"Amount that should have been paid"	"Y swm y dylid bod wedi’i dalu"	Added.
"repaymentAmountSummary.otherduties.2"	"Total other duties return amount"	"Cyfanswm y tollau eraill i’w talu’n ôl"	Added.
"repaymentAmountSummary.total"	"Total"	"Cyfanswm"	Added.
"repaymentAmountSummary.total.amount"	"Total return amount"	"Cyfanswm i’w dalu’n ôl"	Added.
"repaymentAmountSummary.summary"	"The total return amount will be checked and the final return amount will be confirmed in writing."	"Bydd y cyfanswm i’w dalu’n ôl yn cael ei wirio a bydd y swm terfynol i’w dalu’n ôl yn cael ei gadarnhau’n ysgrifenedig."	Added.
"repaymentAmountSummary.total.checkYourAnswersLabel"	"Total return amount"	"Cyfanswm i’w dalu’n ôl"	Added.
"fileUpload.title"	"Upload a file"	"Uwchlwytho ffeil"	Added.
"fileUpload.heading"	"Upload a file"	"Uwchlwytho ffeil"	Added.
"additionalFileUpload.title"	"You have uploaded x file"	"Rydych wedi uwchlwytho x ffeil"	Added.
"additionalFileUpload.heading"	"You have uploaded x file"	"Rydych wedi uwchlwytho x ffeil"	Added.
"additionalFileUpload.01"	"Yes"	"Iawn"	Added.
"additionalFileUpload.02"	"No"	"Na"	Added.
"additionalFileUpload.checkYourAnswersLabel"	"Do you need to upload another file?"	"A oes angen i chi uwchlwytho ffeil arall?"	Added.
"additionalFileUpload.error.required"	"Select yes if you need to upload another file"	"Dewiswch ‘Iawn’ os oes angen i chi uwchlwytho ffeil arall"	Added.
"postcode.error.noneFound"	"Postcode cannot be found"	"Ni ellir dod o hyd i’r cod post"	Added.
"addressFound.error"	"Select the address or enter the address manually"	"Dewiswch y cyfeiriad neu nodwch y cyfeiriad â llaw"	Added.
"postcode.error.required"	"Enter a UK postcode"	"Nodwch god post yn y DU"	Added.
"postcode.error.length"	"Enter a postcode, like AA1 1AA"	"Nodwch god post, megis AA1 1AA"	Added.
"indirectRepresentative.title"	"Are you an indirect representative of the importer?"	"A ydych yn gynrychiolydd anuniongyrchol i’r mewnforiwr?"	Added.
"indirectRepresentative.heading"	"Are you an indirect representative of the importer?"	"A ydych yn gynrychiolydd anuniongyrchol i’r mewnforiwr?"	Added.
"indirectRepresentative.checkYourAnswersLabel"	"Are you an indirect representative?"	"A ydych yn gynrychiolydd anuniongyrchol?"	Added.
"indirectRepresentative.error.required"	"Select if you are an indirect representative of the importer"	"Dewiswch a ydych yn gynrychiolydd anuniongyrchol i’r mewnforiwr"	Added.
"proofOfAuthority.title"	"Upload proof of authority"	"Uwchlwytho tystiolaeth o awdurdod"	Added.
"proofOfAuthority.heading"	"Upload proof of authority"	"Uwchlwytho tystiolaeth o awdurdod"	Added.
"proofOfAuthority.paragraph1"	"You must show that the importer has given you authority to receive payment for this specific application"	"Mae’n rhaid i chi ddangos bod y mewnforiwr wedi rhoi’r awdurdod i chi gael taliadau ar gyfer y cais penodol hwn"	Added.
"proofOfAuthority.paragraph2"	"Upload a file"	"Uwchlwytho ffeil"	Added.
"proofOfAuthority.error.required"	"Upload proof of authority"	"Uwchlwytho tystiolaeth o awdurdod"	Added.
"proofOfAuthority.checkYourAnswersLabel"	"Proof of authority document"	"Dogfen tystiolaeth o awdurdod"	Added.
"bulkFileUpload.title"	"Upload the multiple entry document"	"Uwchlwytho’r ddogfen cofnodion lluosog"	Added.
"bulkFileUpload.heading"	"Upload the multiple entry document"	"Uwchlwytho’r ddogfen cofnodion lluosog"	Added.
"bulkFileUpload.paragraph1"	"Your uploaded file must include:"	"Mae’n rhaid i’r ffeil rydych yn ei huwchlwytho gynnwys:"	Added.
"bulkFileUpload.01"	"the entry processing unit (EPU) number, entry number and entry date"	"rhif yr Uned Prosesu Cofnodion (EPU), rhif y cofnod a dyddiad y cofnod"	Added.
"bulkFileUpload.02"	"all item numbers"	"rhif pob eitem"	Added.
"bulkFileUpload.03"	"the type of duty or tax you are claiming for each entry"	"y math o doll neu dreth yr ydych yn ei hawlio ar gyfer pob cofnod"	Added.
"bulkFileUpload.04"	"the amount that was paid to HMRC"	"y swm a dalwyd i CThEM"	Added.
"bulkFileUpload.05"	"the amount that should have been paid to HMRC"	"y swm y dylid bod wedi’i dalu i CThEM"	Added.
"bulkFileUpload.paragraph2"	"The file must be 6MB or less."	"Mae’n rhaid i’r ffeil fod yn 6MB neu lai."	Added.
"bulkFileUpload.file.details.heading"	"Types of files you can upload"	"Y mathau o ffeiliau y gallwch eu huwchlwytho"	Added.
"bulkFileUpload.checkYourAnswersLabel"	"Multiple entries spreadsheet"	"Taenlen cofnodion lluosog"	Added.
"bulkFileUpload.error.required"	"You must upload a file"	"Mae’n rhaid i chi uwchlwytho ffeil"	Added.
"referenceNumber.title"	"What is the application reference number?"	"Beth yw cyfeirnod y cais?"	Added.
"referenceNumber.heading"	"What is the application reference number?"	"Beth yw cyfeirnod y cais?"	Added.
"referenceNumber.checkYourAnswersLabel"	"Application reference number"	"Cyfeirnod y cais"	Added.
"referenceNumber.error.required"	"Enter the reference number"	"Nodwch y cyfeirnod"	Added.
"referenceNumber.error.length"	"The reference number must be 23 characters long"	"Mae’n rhaid i’r cyfeirnod fod yn 23 o gymeriadau"	Added.
"referenceNumber.hintText"	"This is the 23 character reference number issued when you submitted your application. This will start with NDRC. For example, NDRC000A00AB0ABCABC0AB0."	"Dyma’r cyfeirnod 23 cymeriad a roddwyd wrth i chi gyflwyno’ch cais. Bydd yn dechrau gydag NDRC. Er enghraifft, NDRC000A00AB0ABCABC0AB0."	Added.
"referenceNumber.error.prefix"	"Enter the reference number in the right format"	"Nodwch y cyfeirnod yn y fformat cywir"	Added.
"referenceNumber.error.invalid.chars"	"The reference number must only include letters a to z and numbers 0 to 9"	"Mae’n rhaid i’r cyfeirnod gynnwys y llythrennau a i z a’r rhifau 0 i 9 yn unig"	Added.
"furtherInformation.title"	"Give us further information"	"Rhowch wybodaeth bellach i ni"	Added.
"furtherInformation.heading"	"Give us further information"	"Rhowch wybodaeth bellach i ni"	Added.
"furtherInformation.checkYourAnswersLabel"	"Additional information"	"Gwybodaeth ychwanegol"	Added.
"furtherInformation.error.required"	"Enter the further information"	"Nodwch yr wybodaeth bellach"	Added.
"furtherInformation.error.length"	"Further information must be 1400 characters or less"	"Mae’n rhaid i’r wybodaeth bellach fod yn 1400 o gymeriadau neu lai"	Added.
"furtherInformation.hintText"	"Send the information that HMRC has asked for."	"Anfonwch yr wybodaeth y mae CThEM wedi gofyn amdani."	Added.
"amendCaseResponseType.title"	"What do you need to do?"	"Beth y mae angen i chi ei wneud?"	Added.
"amendCaseResponseType.heading"	"What do you need to do?"	"Beth y mae angen i chi ei wneud?"	Added.
"amendCaseResponseType.supportingDocuments"	"Send more supporting documents"	"Anfon rhagor o ddogfennau ategol"	Added.
"amendCaseResponseType.furtherInformation"	"Give us further information in writing"	"Rhoi rhagor o wybodaeth i ni yn ysgrifenedig"	Added.
"amendCaseResponseType.checkYourAnswersLabel"	"What do you need to do?"	"Beth y mae angen i chi ei wneud?"	Added.
"amendCaseResponseType.error.required"	"Select an option to continue"	"Dewiswch opsiwn i fynd yn eich blaen"	Added.
"amendCaseResponseType.hintText"	"Select all that apply."	"Dewiswch bob un sy’n berthnasol."	Added.
"amendCaseSendInformation.error.length"	"AmendCaseSendInformation must be 1000 characters or less"	"Mae’n rhaid i AmendCaseSendInformation fod yn 1000 o gymeriadau neu lai"	Added.
"amendCaseSendInformation.title"	"Upload a file"	"Uwchlwytho ffeil"	Added.
"amendCaseSendInformation.heading"	"Upload a file"	"Uwchlwytho ffeil"	Added.
"amendCaseSendInformation.paragraph1"	"You can upload as many files as you need to."	"Gallwch uwchlwytho cymaint o ffeiliau ag sydd angen."	Added.
"amendCaseSendInformation.paragraph2"	"You can only upload one file at a time."	"Dim ond un ffeil y gallwch ei huwchlwytho ar y tro."	Added.
"amendCaseSendInformation.subheading"	"Suggested supporting documents"	"Dogfennau ategol awgrymedig"	Added.
"amendCaseSendInformation.paragraph3"	"Send us any supporting documents you have. This could include:"	"Anfonwch atom unrhyw ddogfennau ategol sydd gennych. Gallai’r rhain gynnwys:"	Added.
"amendCaseSendInformation.01"	"airway bill"	"bil teithrestr awyr (AWB)"	Added.
"amendCaseSendInformation.02"	"bill of lading"	"bil llwytho"	Added.
"amendCaseSendInformation.03"	"C88"	"C88"	Added.
"amendCaseSendInformation.04"	"E2"	"E2"	Added.
"amendCaseSendInformation.05"	"invoice"	"anfoneb"	Added.
"amendCaseSendInformation.06"	"packing list"	"rhestr bacio"	Added.
"amendCaseSendInformation.07"	"proof of origin"	"tystiolaeth o darddiad"	Added.
"amendCaseSendInformation.08"	"substitute entry"	"cofnod cyfnewid"	Added.
"amendCaseSendInformation.checkYourAnswersLabel"	"Upload a file"	"Uwchlwytho ffeil"	Added.
"amendCaseSendInformation.error.required"	"Select files"	"Dewiswch ffeiliau"	Added.
"amendCaseUploadAnotherFile.title"	"You have uploaded x file"	"Rydych wedi uwchlwytho x ffeil"	Added.
"amendCaseUploadAnotherFile.heading"	"You have uploaded x file"	"Rydych wedi uwchlwytho x ffeil"	Added.
"amendCaseUploadAnotherFile.01"	"Yes"	"Iawn"	Added.
"amendCaseUploadAnotherFile.02"	"No"	"Na"	Added.
"amendCaseUploadAnotherFile.checkYourAnswersLabel"	"Do you need to upload another file?"	"A oes angen i chi uwchlwytho ffeil arall?"	Added.
"amendCaseUploadAnotherFile.error.required"	"Select another file to upload"	"Dewiswch ffeil arall i’w huwchlwytho"	Added.
"amendCaseResponseType.sendInformation.checkYourAnswersLabel"	"Send additional Information"	"Anfon gwybodaeth ychwanegol"	Added.
"amendCaseResponseType.sendDocuments.checkYourAnswersLabel"	"Send additional Documents"	"Anfon dogfennau ychwanegol"	Added.
"amendCaseResponseType.sendInformationAndDocuments.checkYourAnswersLabel"	"Send additional Documents and Information"	"Anfon dogfennau a gwybodaeth ychwanegol"	Added.
"view.upload-file.title"	"Upload your supporting documentation"	"Uwchlwythwch eich dogfennau ategol"	Added.
"view.upload-file.heading"	"Upload your supporting documentation"	"Uwchlwythwch eich dogfennau ategol"	Added.
"view.upload-file.line1"	"You can upload as many files as you need to support your application."	"Gallwch uwchlwytho cymaint o ffeiliau ag sydd angen i ategu’ch cais."	Added.
"view.upload-file.line2"	"Each file must be 6MB or smaller."	"Mae’n rhaid i bob ffeil fod yn 6MB neu lai."	Added.
"view.upload-file.details"	"What you must upload"	"Beth mae’n rhaid i chi ei uwchlwytho"	Added.
"view.upload-file.types.heading"	"Types of files you can upload"	"Y mathau o ffeiliau y gallwch eu huwchlwytho"	Added.
